year,COWcode,v2x_polyarchy,e_pt_coup,e_wb_pop,e_peinfmor,e_mipopula,e_pop,e_gdppc,e_peaveduc
1943,380,0.677,,,29,6553.402,695.431,8.316,7.009
1944,380,0.679,,,31,6619.202,701.534,8.572,7.062
1945,380,0.695,,,30,6685.003,707.67,8.86,7.115
1946,380,0.762,,,27,6750.803,716.263,9.331,7.168
1947,380,0.765,,,25,6816.604,724.288,9.863,7.221
1948,380,0.764,,,23,6882.404,732.478,10.304,7.274
1949,380,0.769,,,23,6948.204,742.588,10.781,7.327
1950,380,0.772,0,,22.1,7014.005,748.856,11.416,7.38
1951,380,0.772,0,,21,7060.644,750.363,11.547,7.491
1952,380,0.774,0,,20,7107.283,754.98,11.664,7.602
1953,380,0.776,0,,19.1,7153.922,761.07,11.911,7.713
1954,380,0.776,0,,18.4,7200.561,765.485,12.272,7.824
1955,380,0.776,0,,17.8,7247.2,773.195,12.643,7.935
1956,380,0.776,0,,17.5,7293.839,777.38,13.017,8.046
1957,380,0.776,0,,17.1,7340.478,782.077,13.382,8.157
1958,380,0.776,0,,16.9,7387.117,785.814,13.719,8.268
1959,380,0.776,0,,16.6,7433.756,791.748,14.22,8.379
1960,380,0.78,0,7484656,16.3,7480.395,796.737,15.117,8.49
1961,380,0.78,0,7519998,16,7536.636,799.539,15.646,8.612
1962,380,0.78,0,7561588,15.6,7592.877,803.43,16.17,8.734
1963,380,0.78,0,7604328,15,7649.117,809.946,16.896,8.856
1964,380,0.78,0,7661354,14.4,7705.358,817.156,17.75,8.978
1965,380,0.78,0,7733853,13.7,7761.599,824.52,18.307,9.1
1966,380,0.779,0,7807797,13,7817.84,829.262,18.746,9.222
1967,380,0.779,0,7867931,12.6,7874.081,834.811,19.22,9.344
1968,380,0.779,0,7912273,12.1,7930.321,840.683,19.887,9.466
1969,380,0.779,0,7968072,11.7,7986.562,846.85,20.739,9.588
1970,380,0.779,0,8042801,11.3,8042.803,856.87,21.956,9.71
1971,380,0.899,0,8098334,10.9,8069.57,860.236,21.918,9.837
1972,380,0.899,0,8122300,10.4,8096.337,862.64,22.369,9.964
1973,380,0.899,0,8136312,9.8,8123.104,866.651,23.425,10.091
1974,380,0.91,0,8159955,9.2,8149.871,866.435,23.591,10.218
1975,380,0.914,0,8192437,8.7,8176.638,871.55,23.981,10.345
1976,380,0.914,0,8222286,8.3,8203.405,872.611,24.039,10.472
1977,380,0.915,0,8251540,8,8230.172,873.632,23.841,10.599
1978,380,0.915,0,8275599,7.6,8256.939,877.913,24.117,10.726
1979,380,0.914,0,8293678,7.4,8283.706,881.728,24.588,10.853
1980,380,0.913,0,8310531,7.2,8310.473,885.265,24.822,10.98
1981,380,0.913,0,8320503,6.9,8335.326,885.668,24.975,11.065
1982,380,0.912,0,8325263,6.8,8360.178,884.348,25.266,11.15
1983,380,0.911,0,8329033,6.6,8385.031,880.922,25.941,11.235
1984,380,0.911,0,8336605,6.5,8409.884,885.359,26.599,11.32
1985,380,0.915,0,8350386,6.4,8434.736,886.23,27.363,11.405
1986,380,0.915,0,8369829,6.3,8459.589,889.37,28.122,11.49
1987,380,0.915,0,8397804,6.2,8484.442,894.158,28.924,11.575
1988,380,0.914,0,8436489,6.2,8509.295,897.824,29.563,11.66
1989,380,0.915,0,8492964,6.1,8534.147,903.198,30.123,11.745
1990,380,0.916,0,8558835,5.8,8559,908.958,30.348,11.83
1991,380,0.916,0,8617375,5.5,8590.3,915.824,30.18,11.8
1992,380,0.915,0,8668067,5.1,8621.6,920.734,29.787,11.77
1993,380,0.916,0,8718561,4.8,8652.9,922.899,29.357,11.74
1994,380,0.916,0,8780745,4.4,8684.2,931.251,30.079,11.71
1995,380,0.916,0,8826939,4,8715.5,937.342,31.085,11.68
1996,380,0.916,0,8840998,3.8,8746.8,938.89,31.746,11.65
1997,380,0.916,0,8846062,3.6,8778.1,939.966,32.894,11.62
1998,380,0.916,0,8850974,3.5,8809.4,941.06,34.167,11.59
1999,380,0.914,0,8857874,3.4,8840.7,942.937,35.744,11.56
2000,380,0.914,0,8872109,3.4,8872,944.506,36.902,11.53
2001,380,0.914,0,8895960,3.4,,947.176,37.555,11.562
2002,380,0.915,0,8924958,3.3,,945.94,38.117,11.594
2003,380,0.916,0,8958229,3.2,,952.667,38.849,11.626
2004,380,0.916,0,8993531,3.1,,958.108,40.198,11.658
2005,380,0.916,0,9029572,3,,959.564,41.079,11.69
2006,380,0.918,0,9080505,2.8,,969.831,42.378,11.722
2007,380,0.922,0,9148092,2.7,,978.493,43.362,11.754
2008,380,0.922,0,9219637,2.6,,985.466,43.457,11.786
2009,380,0.922,0,9298515,2.5,,988.412,42.656,11.818
2010,380,0.92,0,9378126,2.5,,999.949,43.325,11.85
2011,380,0.923,0,9449213,2.4,,1011.502,43.82,11.85
2012,380,0.926,0,9519374,2.4,,1019.61,43.817,11.85
2013,380,0.926,0,9600379,2.4,,1027.025,43.978,11.85
2014,380,0.923,0,9696110,2.4,,1034.838,44.924,11.85
2015,380,0.922,0,9799186,2.4,,1047.679,45.983,11.85
2016,380,0.922,0,9923085,,,1056.3,46.995,11.85
2017,380,0.922,0,10057698,,,1070.157,47.827,11.85
2018,380,0.917,0,10175214,,,1073.37,48.634,11.85
2019,380,0.908,0,10278887,,,1077.02,48.804,11.85
2020,380,0.908,0,10353442,,,,,11.85
2021,380,0.907,0,,,,,,11.85
1798,225,0.217,,,,,195.022,2.036,
1799,225,0.217,,,,,195.937,2.027,
1800,225,0.208,,,,1750,196.669,2.005,
1801,225,0.198,,,,1761.8,197.314,2.001,
1802,225,0.188,,,,1773.6,197.952,2.011,
1803,225,0.182,,,,1785.4,198.707,2.018,
1804,225,0.18,,,,1797.2,198.637,2.001,
1805,225,0.18,,,,1809,199.605,1.988,
1806,225,0.18,,,,1820.8,200.645,1.969,
1807,225,0.18,,,,1832.6,202.771,1.963,
1808,225,0.18,,,,1844.4,203.782,1.952,
1809,225,0.18,,,,1856.2,204.699,1.953,
1810,225,0.18,,,,1868,205.346,1.944,
1811,225,0.18,,,,1879.8,206.264,1.945,
1812,225,0.18,,,,1891.6,207.247,1.95,
1813,225,0.18,,,,1903.4,207.453,1.934,
1814,225,0.18,,,,1915.2,209.06,1.912,
1815,225,0.18,,,,1927,209.778,1.912,
1816,225,0.18,,,,1938.8,209.91,1.901,
1817,225,0.18,,,,1950.6,210.644,1.896,
1818,225,0.18,,,,1962.4,211.147,1.904,
1819,225,0.18,,,,1974.2,211.238,1.896,
1820,225,0.18,,,,1986,212.315,1.901,
1821,225,0.18,,,,1997.4,213.654,1.9,
1822,225,0.18,,,,2008.8,214.967,1.906,
1823,225,0.18,,,,2020.2,216.405,1.912,
1824,225,0.18,,,,2031.6,217.342,1.906,
1825,225,0.18,,,,2043,217.767,1.894,
1826,225,0.18,,,,2054.4,218.889,1.888,
1827,225,0.18,,,,2065.8,219.448,1.887,
1828,225,0.18,,,,2077.2,220.155,1.89,
1829,225,0.18,,,,2088.6,221.99,1.891,
1830,225,0.18,,,,2100,223.668,1.898,
1831,225,0.213,,,,2112,224.226,1.926,
1832,225,0.213,,,,2124,225.853,1.947,
1833,225,0.213,,,,2136,227.97,1.965,
1834,225,0.213,,,,2148,229.263,1.986,
1835,225,0.213,,,,2160,230.213,2.015,
1836,225,0.213,,,,2172,232.725,2.041,
1837,225,0.213,,,,2184,233.771,2.071,
1838,225,0.213,,,,2196,234.955,2.1,
1839,225,0.213,,,,2208,235.884,2.114,
1840,225,0.213,,,,2220,236.782,2.128,
1841,225,0.213,,,,2235.9,238.431,2.189,
1842,225,0.213,,,,2251.8,240.082,2.263,
1843,225,0.213,,,,2267.7,241.769,2.334,
1844,225,0.213,,,,2283.6,244.024,2.378,
1845,225,0.213,,,,2299.5,244.67,2.442,
1846,225,0.213,,,,2315.4,246.886,2.496,
1847,225,0.213,,,,2331.3,248.076,2.552,
1848,225,0.315,,,,2347.2,249.157,2.634,
1849,225,0.541,,,,2363.1,250.9,2.706,
1850,225,0.541,,,,2379,252.977,2.779,
1851,225,0.541,,,,2392.1,254.91,2.918,
1852,225,0.541,,,,2405.2,255.52,3,
1853,225,0.541,,,,2418.3,257.384,2.968,
1854,225,0.541,,,,2431.4,259.01,2.916,
1855,225,0.543,,,,2444.5,260.22,3.034,
1856,225,0.543,,,,2457.6,261.972,3.146,
1857,225,0.542,,,,2470.7,262.564,3.334,
1858,225,0.54,,,,2483.8,264.211,3.551,
1859,225,0.54,,,,2496.9,265.331,3.575,
1860,225,0.541,,,,2510,266.767,3.471,
1861,225,0.543,,,,2524.5,268.298,3.514,
1862,225,0.543,,,,2539,270.242,3.55,
1863,225,0.543,,,,2553.5,272.013,3.548,
1864,225,0.542,,,,2568,273.337,3.537,
1865,225,0.542,,,,2582.5,274.501,3.561,
1866,225,0.542,,,,2597,275.827,3.558,
1867,225,0.542,,,,2611.5,277.523,3.542,
1868,225,0.542,,,,2626,278.933,3.687,
1869,225,0.542,,,,2640.5,281.047,3.764,
1870,225,0.542,,,,2655,282.253,3.726,6.07
1871,225,0.542,,,222,2673.4,283.783,3.823,6.122
1872,225,0.542,,,183,2691.8,285.671,3.867,6.174
1873,225,0.541,,,200,2710.2,287.008,3.982,6.226
1874,225,0.579,,,189,2728.6,288.41,4.209,6.278
1875,225,0.579,,,197,2747,291.87,4.397,6.33
1876,225,0.579,,,197,2765.4,293.755,4.47,6.382
1877,225,0.579,,,191,2783.8,295.756,4.456,6.434
1878,225,0.579,,,191,2802.2,296.997,4.464,6.486
1879,225,0.58,,,181,2820.6,299.26,4.511,6.538
1880,225,0.58,,,180,2839,301.62,4.616,6.59
1881,225,0.581,,,187,2850.2,302.233,4.751,6.622
1882,225,0.582,,,172,2861.4,303.074,4.846,6.654
1883,225,0.582,,,164,2872.6,304.711,5.045,6.686
1884,225,0.581,,,161,2883.8,306.081,5.362,6.718
1885,225,0.579,,,173,2895,307.931,5.646,6.75
1886,225,0.579,,,164,2906.2,308.883,5.849,6.782
1887,225,0.579,,,162,2917.4,309.155,5.95,6.814
1888,225,0.58,,,153,2928.6,310.982,5.972,6.846
1889,225,0.58,,,159,2939.8,311.958,5.878,6.878
1890,225,0.58,,,157,2951,311.748,5.717,6.91
1891,225,0.577,,,163,2985.9,314.249,5.932,6.948
1892,225,0.577,,,150,3020.8,318.205,6.148,6.986
1893,225,0.578,,,152,3055.7,322.041,6.279,7.024
1894,225,0.58,,,153,3090.6,325.25,6.415,7.062
1895,225,0.58,,,159,3125.5,329.753,6.596,7.1
1896,225,0.579,,,132,3160.4,333.914,6.767,7.138
1897,225,0.578,,,141,3195.3,338.038,6.92,7.176
1898,225,0.578,,,155,3230.2,342.46,7.003,7.214
1899,225,0.578,,,136,3265.1,345.503,6.974,7.252
1900,225,0.585,,,150,3300,346.607,6.856,7.29
1901,225,0.585,,,137,3343.5,352.503,7.15,7.316
1902,225,0.587,,,132,3387,358.021,7.401,7.342
1903,225,0.594,,,133,3430.5,363.391,7.576,7.368
1904,225,0.594,,,140,3474,367.659,7.78,7.394
1905,225,0.599,,,129,3517.5,371.768,8.005,7.42
1906,225,0.598,,,127,3561,376.726,8.167,7.446
1907,225,0.598,,,121,3604.5,381.872,8.227,7.472
1908,225,0.598,,,108,3648,385.734,8.188,7.498
1909,225,0.6,,,115,3691.5,388.923,8.148,7.524
1910,225,0.6,,,105,3735,391.125,7.952,7.55
1911,225,0.6,,,123,3749.2,397.552,8.174,7.566
1912,225,0.6,,,94,3763.4,401.114,8.159,7.582
1913,225,0.6,,,96,3777.6,403.009,7.755,7.598
1914,225,0.601,,,93,3791.8,408.914,8.036,7.614
1915,225,0.597,,,90,3806,408.936,8.152,7.63
1916,225,0.597,,,78,3820.2,410.096,8.217,7.646
1917,225,0.6,,,79,3834.4,410.99,8.05,7.662
1918,225,0.599,,,88,3848.6,409.731,7.637,7.678
1919,225,0.599,,,82,3862.8,407.361,7.214,7.694
1920,225,0.606,,,84,3877,406.185,7.156,7.71
1921,225,0.606,,,74,3894.4,408.781,7.036,7.769
1922,225,0.606,,,70,3911.8,410.187,7.396,7.828
1923,225,0.605,,,61,3929.2,414.458,7.861,7.887
1924,225,0.605,,,62,3946.6,422.006,8.653,7.946
1925,225,0.604,,,58,3964,443.257,9.995,8.005
1926,225,0.604,,,57,3981.4,428.027,9.29,8.064
1927,225,0.604,,,57,3998.8,422.244,9.256,8.123
1928,225,0.604,,,54,4016.2,422.337,9.331,8.182
1929,225,0.605,,,52,4033.6,424.417,9.404,8.241
1930,225,0.605,,,51,4051,429.197,9.485,8.3
1931,225,0.606,,,49,4068.5,429.049,9.467,8.353
1932,225,0.606,,,51,4086,432.226,9.314,8.406
1933,225,0.606,,,48,4103.5,433.887,9.245,8.459
1934,225,0.606,,,46,4121,435.634,9.344,8.512
1935,225,0.606,,,48,4138.5,437.632,9.333,8.565
1936,225,0.607,,,47,4156,439.592,9.331,8.618
1937,225,0.607,,,47,4173.5,440.241,9.482,8.671
1938,225,0.607,,,43,4191,442.549,9.541,8.724
1939,225,0.603,,,43,4208.5,445.932,10.039,8.777
1940,225,0.595,,,46,4226,449.46,10.325,8.83
1941,225,0.595,,,41,4272.8,453.539,10.403,8.887
1942,225,0.595,,,38,4319.6,455.873,10.321,8.944
1943,225,0.595,,,40,4366.4,461.626,10.415,9.001
1944,225,0.599,,,42,4413.2,465.739,10.613,9.058
1945,225,0.604,,,41,4460,471.44,10.96,9.115
1946,225,0.618,,,39,4506.8,477.671,11.666,9.172
1947,225,0.618,,,39,4553.6,484.357,12.136,9.229
1948,225,0.618,,,36,4600.4,489.538,12.453,9.286
1949,225,0.618,,,34,4647.2,497.487,12.769,9.343
1950,225,0.618,0,,31.3,4694,507.078,13.354,9.4
1951,225,0.618,0,,30.2,4760.8,516.978,14.591,9.463
1952,225,0.618,0,,29.1,4827.6,522.185,15.118,9.526
1953,225,0.618,0,,28.1,4894.4,529.614,15.688,9.589
1954,225,0.618,0,,27,4961.2,535.865,16.463,9.652
1955,225,0.618,0,,25.8,5028,541.323,17.239,9.715
1956,225,0.618,0,,24.7,5094.8,550.459,18.097,9.778
1957,225,0.618,0,,23.6,5161.6,557.164,18.37,9.841
1958,225,0.618,0,,22.8,5228.4,561.248,18.395,9.904
1959,225,0.618,0,,22.1,5295.2,569.813,18.907,9.967
1960,225,0.622,0,5327827,21.6,5362,576.955,18.968,10.03
1961,225,0.622,0,5434294,21.2,5452.5,593.935,20.671,10.146
1962,225,0.622,0,5573815,20.7,5543,606.638,21.675,10.262
1963,225,0.622,0,5694247,20.1,5633.5,619.275,22.505,10.378
1964,225,0.624,0,5789228,19.3,5724,631.729,23.291,10.494
1965,225,0.624,0,5856472,18.4,5814.5,637.844,23.846,10.61
1966,225,0.624,0,5918002,17.6,5905,644.505,24.362,10.726
1967,225,0.626,0,5991785,16.9,5995.5,651.302,25.049,10.842
1968,225,0.625,0,6067714,16.2,6086,658.907,25.667,10.958
1969,225,0.625,0,6136387,15.6,6176.5,666.576,26.424,11.074
1970,225,0.626,0,6180877,15,6267,671.539,26.591,11.19
1971,225,0.629,0,6213399,14.3,6278.823,678.308,28.64,11.284
1972,225,0.854,0,6260956,13.6,6290.646,683.612,29.524,11.378
1973,225,0.854,0,6307347,12.8,6302.469,687.273,28.767,11.472
1974,225,0.854,0,6341405,12,6314.292,689.806,30.147,11.566
1975,225,0.858,0,6338632,11.2,6326.114,686.635,29.459,11.66
1976,225,0.858,0,6302504,10.4,6337.937,682.947,29.42,11.754
1977,225,0.864,0,6281174,9.8,6349.76,680.007,29.893,11.848
1978,225,0.864,0,6281738,9.2,6361.583,680.173,30.317,11.942
1979,225,0.864,0,6294365,8.7,6373.406,682.103,31.153,12.036
1980,225,0.873,0,6319408,8.4,6385.229,683.978,31.997,12.13
1981,225,0.873,0,6354074,8.1,6430.369,687.636,32.319,12.193
1982,225,0.873,0,6391309,7.8,6475.508,690.594,32.406,12.256
1983,225,0.872,0,6418773,7.6,6520.648,691.252,32.522,12.319
1984,225,0.867,0,6441865,7.4,6565.788,695.465,33.239,12.382
1985,225,0.867,0,6470365,7.3,6610.928,696.684,34.075,12.445
1986,225,0.867,0,6504124,7.2,6656.067,700.613,34.777,12.508
1987,225,0.868,0,6545106,7.1,6701.207,704.453,35.495,12.571
1988,225,0.87,0,6593386,7,6746.347,712.11,36.119,12.634
1989,225,0.876,0,6646912,6.8,6791.486,719.047,37.299,12.697
1990,225,0.885,0,6715519,6.7,6836.626,728.975,38.159,12.76
1991,225,0.887,0,6799978,6.4,6879.655,736.303,38.158,12.746
1992,225,0.886,0,6875364,6.1,6922.685,740.118,37.938,12.732
1993,225,0.886,0,6938265,5.8,6965.714,747.175,37.619,12.718
1994,225,0.886,0,6993795,5.5,7008.744,751.783,37.864,12.704
1995,225,0.886,0,7040687,5.2,7051.773,759.146,37.959,12.69
1996,225,0.888,0,7071850,5,7094.802,760.483,38.373,12.676
1997,225,0.888,0,7088906,4.9,7137.832,764.393,39.19,12.662
1998,225,0.888,0,7110001,4.8,7180.861,768.843,40.451,12.648
1999,225,0.887,0,7143991,4.7,7223.891,773.129,41.134,12.634
2000,225,0.886,0,7184250,4.6,7266.92,772.789,42.208,12.62
2001,225,0.886,0,7229854,4.7,,777.723,42.74,12.629
2002,225,0.886,0,7284753,4.6,,785.508,44.09,12.638
2003,225,0.886,0,7339001,4.4,,788.623,44.478,12.647
2004,225,0.888,0,7389625,4.4,,795.239,45.295,12.656
2005,225,0.888,0,7437115,4.3,,803.037,46.618,12.665
2006,225,0.888,0,7483934,4.2,,808.335,48.41,12.674
2007,225,0.889,0,7551117,4.1,,819.721,50.126,12.683
2008,225,0.894,0,7647675,4,,828.643,51.129,12.692
2009,225,0.894,0,7743831,3.9,,834.981,50.844,12.701
2010,225,0.894,0,7824909,3.9,,844.701,51.349,12.71
2011,225,0.896,0,7912398,3.8,,854.834,52.321,12.71
2012,225,0.904,0,7996861,3.7,,867.095,52.442,12.71
2013,225,0.904,0,8089346,3.6,,874.522,53.1,12.71
2014,225,0.904,0,8188649,3.5,,884.441,53.504,12.71
2015,225,0.901,0,8282396,3.4,,895.598,53.812,12.71
2016,225,0.892,0,8373338,,,905.744,54.22,12.71
2017,225,0.898,0,8451840,,,913.01,55.473,12.71
2018,225,0.898,0,8514329,,,923.138,56.046,12.71
2019,225,0.897,0,8575280,,,926.472,56.11,12.71
2020,225,0.894,0,8636896,,,,,12.71
2021,225,0.885,0,,,,,,12.71
1902,452,0.074,,,,,216.752,1.391,
1903,452,0.074,,,,,217.896,1.418,
1904,452,0.074,,,,,219.682,1.435,
1905,452,0.074,,,,,222.372,1.459,
1906,452,0.074,,,,,222.923,1.472,
1907,452,0.074,,,,,223.608,1.487,
1908,452,0.074,,,,,224.726,1.493,
1909,452,0.074,,,,,225.387,1.508,
1910,452,0.074,,,,3056.579,227.072,1.522,0.12
1911,452,0.074,,,,3079.82,228.516,1.548,0.126
1912,452,0.074,,,,3103.061,230.357,1.574,0.132
1913,452,0.074,,,,3126.301,229.642,1.589,0.138
1914,452,0.074,,,,3149.542,235.835,1.606,0.144
1915,452,0.074,,,,3172.783,242.321,1.612,0.15
1916,452,0.074,,,,3196.024,248.618,1.629,0.156
1917,452,0.074,,,,3219.265,255.856,1.654,0.162
1918,452,0.074,,,,3242.505,261.837,1.68,0.168
1919,452,0.074,,,,3265.746,268.905,1.701,0.174
1920,452,0.074,,,,3288.987,275.154,1.716,0.18
1921,452,0.074,,,,3341.789,281.222,1.749,0.192
1922,452,0.074,,,,3394.59,287.756,1.772,0.204
1923,452,0.074,,,,3447.392,294.175,1.79,0.216
1924,452,0.074,,,,3500.193,302.626,1.81,0.228
1925,452,0.074,,,,3552.995,310.508,1.836,0.24
1926,452,0.076,,,,3605.797,317.712,1.863,0.252
1927,452,0.076,,,,3658.598,327.314,1.88,0.264
1928,452,0.076,,,,3711.4,336.009,1.904,0.276
1929,452,0.076,,,,3764.201,343.839,1.924,0.288
1930,452,0.076,,,,3817.003,353.269,1.959,0.3
1931,452,0.076,,,,3873.937,361.399,1.972,0.312
1932,452,0.076,,,,3930.87,369.669,1.973,0.324
1933,452,0.076,,,,3987.804,378.563,1.99,0.336
1934,452,0.076,,,,4044.737,389.608,2.003,0.348
1935,452,0.076,,,,4101.67,398.241,2.016,0.36
1936,452,0.076,,,,4158.604,408.17,2.034,0.372
1937,452,0.076,,,,4215.537,419.196,2.058,0.384
1938,452,0.078,,,,4272.471,428.856,2.085,0.396
1939,452,0.078,,,,4329.404,440.433,2.1,0.408
1940,452,0.078,,,,4386.338,453.525,2.106,0.42
1941,452,0.078,,,,4472.004,465.312,2.127,0.496
1942,452,0.078,,,,4557.67,476.865,2.137,0.572
1943,452,0.078,,,,4643.337,487.544,2.145,0.648
1944,452,0.077,,,,4729.003,497.707,2.176,0.724
1945,452,0.083,,,,4814.669,509.144,2.179,0.8
1946,452,0.094,,,,4900.335,520.2,2.188,0.876
1947,452,0.104,,,,4986.001,533.161,2.204,0.952
1948,452,0.104,,,,5071.668,546.666,2.236,1.028
1949,452,0.106,,,,5157.334,556.104,2.256,1.104
1950,452,0.107,,,152,5243,568.025,2.269,1.18
1951,452,0.291,,,148,5431.3,580.649,2.289,1.255
1952,452,0.291,,,145,5619.6,598.567,2.331,1.33
1953,452,0.292,,,142,5807.9,618.869,2.447,1.405
1954,452,0.293,,,139,5996.2,640.477,2.615,1.48
1955,452,0.29,,,136,6184.5,668.212,2.805,1.555
1956,452,0.29,,,133,6372.8,689.701,2.876,1.63
1957,452,0.44,0,,131,6561.1,706.132,2.89,1.705
1958,452,0.405,0,,129,6749.4,726.407,2.969,1.78
1959,452,0.392,0,,127,6937.7,744.198,3.132,1.855
1960,452,0.355,0,6635229,125,7126,757.634,3.229,1.93
1961,452,0.312,0,6848291,124,7292.294,774.303,3.251,2.077
1962,452,0.3,0,7071966,123,7458.589,795.953,3.255,2.224
1963,452,0.296,0,7300124,122,7624.884,822.039,3.29,2.371
1964,452,0.289,0,7524470,121,7791.178,846.272,3.304,2.518
1965,452,0.261,0,7739463,121,7957.472,871.499,3.231,2.665
1966,452,0.142,2,7941418,121,8123.767,892.378,3.141,2.812
1967,452,0.143,1,8132803,121,8290.062,914.126,3.059,2.959
1968,452,0.144,0,8321773,121,8456.356,936.354,3.048,3.106
1969,452,0.23,0,8520018,121,8622.65,959.706,3.13,3.253
1970,452,0.386,0,8735493,120,8788.945,974.909,3.26,3.4
1971,452,0.439,0,8973247,120,9011.75,992.215,3.314,3.497
1972,452,0.142,2,9229640,118,9234.556,1012.287,3.187,3.594
1973,452,0.111,0,9493552,117,9457.361,1050.184,3.204,3.691
1974,452,0.114,0,9749098,114,9680.167,1080.78,3.201,3.788
1975,452,0.112,0,9985946,112,9902.972,1100.831,2.97,3.885
1976,452,0.112,0,10199164,109,10125.778,1121.545,2.807,3.982
1977,452,0.112,0,10395453,106,10348.584,1148.769,2.822,4.079
1978,452,0.116,2,10590265,104,10571.389,1175.755,2.832,4.176
1979,452,0.305,2,10805318,102,10794.194,1192.767,2.752,4.273
1980,452,0.544,0,11056112,101,11017,1221.563,2.648,4.37
1981,452,0.192,2,11348287,100,11456.7,1246.166,2.504,4.418
1982,452,0.11,1,11676828,99.3,11896.4,1274.232,2.309,4.466
1983,452,0.101,1,12033559,98.4,12336.1,1321.3,2.177,4.514
1984,452,0.099,1,12405659,96.8,12775.8,1373.722,2.196,4.562
1985,452,0.099,0,12783617,94.7,13215.5,1422.392,2.223,4.61
1986,452,0.099,0,13164839,92.1,13655.2,1469.807,2.257,4.658
1987,452,0.1,0,13552021,89,14094.9,1511.622,2.298,4.706
1988,452,0.101,0,13947047,85.8,14534.6,1551.482,2.359,4.754
1989,452,0.1,0,14353409,82.7,14974.3,1592.117,2.395,4.802
1990,452,0.105,0,14773274,79.8,15414,1634.859,2.447,4.85
1991,452,0.105,0,15207360,77.5,15846.2,1682.637,2.5,4.894
1992,452,0.132,0,15653345,75.6,16278.4,1719.273,2.505,4.938
1993,452,0.453,0,16106756,74.1,16710.6,1758.966,2.502,4.982
1994,452,0.492,0,16561677,73,17142.8,1803.103,2.533,5.026
1995,452,0.506,0,17014058,72,17575,1848.2,2.575,5.07
1996,452,0.514,0,17462504,71,18007.2,1891.934,2.623,5.114
1997,452,0.608,0,17908977,69.8,18439.4,1932.095,2.692,5.158
1998,452,0.608,0,18357159,68.4,18871.6,1972.162,2.738,5.202
1999,452,0.612,0,18812369,66.7,19303.8,2015.933,2.802,5.246
2000,452,0.64,0,19278850,64.9,19736,2064.169,2.869,5.29
2001,452,0.724,0,19756929,63,,2110.386,2.876,5.322
2002,452,0.733,0,20246376,61.2,,2162.203,2.937,5.354
2003,452,0.733,0,20750308,59.6,,2218.975,3.015,5.386
2004,452,0.733,0,21272328,58.1,,2267.991,3.102,5.418
2005,452,0.729,0,21814648,56.8,,2323.491,3.191,5.45
2006,452,0.729,0,22379057,55.6,,2373.398,3.284,5.482
2007,452,0.733,0,22963946,54.4,,2441.522,3.404,5.514
2008,452,0.735,0,23563832,53.1,,2505.861,3.586,5.546
2009,452,0.765,0,24170943,51.7,,2558.459,3.696,5.578
2010,452,0.773,0,24779614,50.2,,2621.938,3.886,5.61
2011,452,0.773,0,25387713,48.6,,2697.573,4.278,5.61
2012,452,0.778,0,25996454,47,,2768.701,4.57,5.61
2013,452,0.754,0,26607641,45.5,,2834.833,4.761,5.61
2014,452,0.743,0,27224480,44.2,,2897.084,4.848,5.61
2015,452,0.741,0,27849203,42.8,,2936.451,4.878,5.61
2016,452,0.738,0,28481947,,,2979.329,4.942,5.61
2017,452,0.742,0,29121464,,,3033.276,5.164,5.61
2018,452,0.746,0,29767108,,,3097.473,5.39,5.61
2019,452,0.723,0,30417858,,,3159.454,5.608,5.61
2020,452,0.72,0,31072945,,,,,5.61
2021,452,0.663,0,,,,,,5.61
1900,560,0.158,,,,4971.084,514.8,2.436,1.1
1901,560,0.158,,,,5059.163,522.189,2.478,1.102
1902,560,0.158,,,,5147.242,531.73,2.706,1.104
1903,560,0.158,,,,5235.321,541.074,3.026,1.106
1904,560,0.158,,,,5323.4,554.441,3.236,1.108
1905,560,0.158,,,,5411.479,564.672,3.391,1.11
1906,560,0.158,,,,5499.559,575.094,3.483,1.112
1907,560,0.158,,,,5587.638,587.977,3.391,1.114
1908,560,0.158,,,,5675.717,599.086,3.153,1.116
1909,560,0.158,,,,5763.796,609.285,2.994,1.118
1910,560,0.184,,,,5851.875,621.472,2.806,1.12
1911,560,0.229,,,,5949.199,632.163,2.797,1.152
1912,560,0.229,,,,6046.523,644.783,2.774,1.184
1913,560,0.229,,,,6143.847,657.81,2.751,1.216
1914,560,0.229,,,,6241.171,670.86,2.728,1.248
1915,560,0.228,,,,6338.494,688.458,2.704,1.28
1916,560,0.227,,,,6435.818,701.14,2.67,1.312
1917,560,0.227,,,,6533.142,716.639,2.642,1.344
1918,560,0.227,,,,6630.466,731.394,2.619,1.376
1919,560,0.227,,,,6727.79,746.645,2.654,1.408
1920,560,0.229,,,,6825.114,759.249,2.692,1.44
1921,560,0.229,,,,6982.91,776.168,2.721,1.484
1922,560,0.229,,,,7140.706,794.431,2.76,1.528
1923,560,0.229,,,,7298.503,812.178,2.79,1.572
1924,560,0.228,,,,7456.299,830.651,2.82,1.616
1925,560,0.228,,,,7614.095,847.643,2.898,1.66
1926,560,0.228,,,,7771.891,865.283,2.98,1.704
1927,560,0.228,,,,7929.687,885.623,3.043,1.748
1928,560,0.228,,,,8087.484,906.501,3.121,1.792
1929,560,0.228,,,,8245.28,927.08,3.1,1.836
1930,560,0.228,,,,8403.076,950.408,3.038,1.88
1931,560,0.233,,,,8588.953,970.882,2.995,1.928
1932,560,0.238,,,,8774.831,994.319,3.027,1.976
